pair_id,task_type,split,source_row_id,source_vendor,source_emoji,source_name,source_unicode_slug,source_image_path,source_emotion,source_sentiment,target_row_id,target_vendor,target_emoji,target_name,target_unicode_slug,target_image_path,target_emotion,target_sentiment,instruction,attribute_delta
style_000022,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Apple,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0001_u1f600.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Windows->Apple
style_000023,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Google,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Windows->Google
style_000024,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Facebook,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Windows->Facebook
style_000025,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Windows->Twitter
style_000026,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Windows->JoyPixels
style_000027,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Windows->Samsung
style_000028,style_transfer,train,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,Restyle this grinning face as a Gmail emoji.,vendor:Windows->Gmail
style_000029,style_transfer,train,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Apple,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0001_u1f600.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Twitter->Apple
style_000030,style_transfer,train,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Google,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Twitter->Google
style_000031,style_transfer,train,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Facebook,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Twitter->Facebook
style_000032,style_transfer,val,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Twitter->Windows
style_000033,style_transfer,train,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Twitter->JoyPixels
style_000034,style_transfer,test,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Twitter->Samsung
style_000035,style_transfer,val,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,Restyle this grinning face as a Gmail emoji.,vendor:Twitter->Gmail
style_000036,style_transfer,test,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Apple,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0001_u1f600.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:JoyPixels->Apple
style_000037,style_transfer,train,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Google,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:JoyPixels->Google
style_000038,style_transfer,train,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Facebook,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:JoyPixels->Facebook
style_000039,style_transfer,train,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:JoyPixels->Windows
style_000040,style_transfer,train,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:JoyPixels->Twitter
style_000041,style_transfer,train,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:JoyPixels->Samsung
style_000042,style_transfer,val,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,Restyle this grinning face as a Gmail emoji.,vendor:JoyPixels->Gmail
style_000043,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Apple,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0001_u1f600.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Samsung->Apple
style_000044,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Google,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Samsung->Google
style_000045,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Facebook,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Samsung->Facebook
style_000046,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Samsung->Windows
style_000047,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Samsung->Twitter
style_000048,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Samsung->JoyPixels
style_000049,style_transfer,train,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,Restyle this grinning face as a Gmail emoji.,vendor:Samsung->Gmail
style_000050,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Apple,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0001_u1f600.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Gmail->Apple
style_000051,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Google,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Gmail->Google
style_000052,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Facebook,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Gmail->Facebook
style_000053,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Windows,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0001_u1f600.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Gmail->Windows
style_000054,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Twitter,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Gmail->Twitter
style_000055,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,JoyPixels,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Gmail->JoyPixels
style_000056,style_transfer,train,1,Gmail,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0001_u1f600.png,joy,positive,1,Samsung,😀,grinning face,U+1F600,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0001_u1f600.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Gmail->Samsung
style_000057,style_transfer,val,2,Apple,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0002_u1f603.png,joy,positive,2,Google,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0002_u1f603.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Apple->Google
style_000058,style_transfer,train,2,Apple,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0002_u1f603.png,joy,positive,2,Facebook,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0002_u1f603.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Apple->Facebook
style_000059,style_transfer,train,2,Apple,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0002_u1f603.png,joy,positive,2,Windows,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0002_u1f603.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Apple->Windows
style_000060,style_transfer,train,2,Apple,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0002_u1f603.png,joy,positive,2,Twitter,😃,grinning face with big eyes,U+1F603,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0002_u1f603.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Apple->Twitter
